txn_id,account_id,category_id,merchant_id,txn_date,description,amount
3563,1564,8,564,2025-10-06,Daily expense,-73
3564,1565,9,565,2025-10-07,Daily expense,-74
3565,1566,1,,2025-10-08,Monthly income,3365
3566,1567,11,567,2025-10-09,Daily expense,-76
3567,1568,12,568,2025-10-10,Daily expense,-77
3568,1569,13,569,2025-10-11,Daily expense,-78
3569,1570,14,570,2025-10-12,Daily expense,-79
3570,1571,1,,2025-10-13,Monthly income,3370
3571,1572,6,572,2025-10-14,Daily expense,-81
3572,1573,7,573,2025-10-15,Daily expense,-82
3573,1574,8,574,2025-10-16,Daily expense,-83
3574,1575,9,575,2025-10-17,Daily expense,-84
3575,1576,1,,2025-10-18,Monthly income,3375
3576,1577,11,577,2025-10-19,Daily expense,-86
3577,1578,12,578,2025-10-20,Daily expense,-87
3578,1579,13,579,2025-10-21,Daily expense,-88
3579,1580,14,580,2025-10-22,Daily expense,-89
3580,1581,1,,2025-10-23,Monthly income,3380
3581,1582,6,582,2025-10-24,Daily expense,-91
3582,1583,7,583,2025-10-25,Daily expense,-92
3583,1584,8,584,2025-10-26,Daily expense,-93
3584,1585,9,585,2025-10-27,Daily expense,-94
3585,1586,1,,2025-10-28,Monthly income,3385
3586,1587,11,587,2025-10-29,Daily expense,-96
3587,1588,12,588,2025-10-30,Daily expense,-97
3588,1589,13,589,2025-10-31,Daily expense,-98
3589,1590,14,590,2025-11-01,Daily expense,-99
3590,1591,1,,2025-11-02,Monthly income,3390
3591,1592,6,592,2025-11-03,Daily expense,-101
3592,1593,7,593,2025-11-04,Daily expense,-102
3593,1594,8,594,2025-11-05,Daily expense,-103
3594,1595,9,595,2025-11-06,Daily expense,-104
3595,1596,1,,2025-11-07,Monthly income,3395
3596,1597,11,597,2025-11-08,Daily expense,-106
3597,1598,12,598,2025-11-09,Daily expense,-107
3598,1599,13,599,2025-11-10,Daily expense,-108
3599,1600,14,600,2025-11-11,Daily expense,-109
3600,1601,1,,2025-11-12,Monthly income,2500
3601,1602,6,602,2025-11-13,Daily expense,-111
3602,1603,7,603,2025-11-14,Daily expense,-112
3603,1604,8,604,2025-11-15,Daily expense,-113
3604,1605,9,605,2025-11-16,Daily expense,-114
3605,1606,1,,2025-11-17,Monthly income,2505
3606,1607,11,607,2025-11-18,Daily expense,-116
3607,1608,12,608,2025-11-19,Daily expense,-117
3608,1609,13,609,2025-11-20,Daily expense,-118
3609,1610,14,610,2025-11-21,Daily expense,-119
3610,1611,1,,2025-11-22,Monthly income,2510
3611,1612,6,612,2025-11-23,Daily expense,-121
3612,1613,7,613,2025-11-24,Daily expense,-122
3613,1614,8,614,2025-11-25,Daily expense,-123
3614,1615,9,615,2025-11-26,Daily expense,-124
3615,1616,1,,2025-11-27,Monthly income,2515
3616,1617,11,617,2025-11-28,Daily expense,-126
3617,1618,12,618,2025-11-29,Daily expense,-127
3618,1619,13,619,2025-11-30,Daily expense,-128
3619,1620,14,620,2025-12-01,Daily expense,-129
3620,1621,1,,2025-12-02,Monthly income,2520
3621,1622,6,622,2025-12-03,Daily expense,-131
3622,1623,7,623,2025-12-04,Daily expense,-132
3623,1624,8,624,2025-12-05,Daily expense,-133
3624,1625,9,625,2025-12-06,Daily expense,-134
3625,1626,1,,2025-12-07,Monthly income,2525
3626,1627,11,627,2025-12-08,Daily expense,-136
3627,1628,12,628,2025-12-09,Daily expense,-137
3628,1629,13,629,2025-12-10,Daily expense,-138
3629,1630,14,630,2025-12-11,Daily expense,-139
3630,1631,1,,2025-12-12,Monthly income,2530
3631,1632,6,632,2025-12-13,Daily expense,-141
3632,1633,7,633,2025-12-14,Daily expense,-142
3633,1634,8,634,2025-12-15,Daily expense,-143
3634,1635,9,635,2025-12-16,Daily expense,-144
3635,1636,1,,2025-12-17,Monthly income,2535
3636,1637,11,637,2025-12-18,Daily expense,-146
3637,1638,12,638,2025-12-19,Daily expense,-147
3638,1639,13,639,2025-12-20,Daily expense,-148
3639,1640,14,640,2025-12-21,Daily expense,-149
3640,1641,1,,2025-12-22,Monthly income,2540
3641,1642,6,642,2025-12-23,Daily expense,-151
3642,1643,7,643,2025-12-24,Daily expense,-152
3643,1644,8,644,2025-12-25,Daily expense,-153
3644,1645,9,645,2025-12-26,Daily expense,-154
3645,1646,1,,2025-12-27,Monthly income,2545
3646,1647,11,647,2025-12-28,Daily expense,-156
3647,1648,12,648,2025-12-29,Daily expense,-157
3648,1649,13,649,2025-12-30,Daily expense,-158
3649,1650,14,650,2025-12-31,Daily expense,-159
3650,1651,1,,2025-01-01,Monthly income,2550
3651,1652,6,652,2025-01-02,Daily expense,-161
3652,1653,7,653,2025-01-03,Daily expense,-162
3653,1654,8,654,2025-01-04,Daily expense,-163
3654,1655,9,655,2025-01-05,Daily expense,-164
3655,1656,1,,2025-01-06,Monthly income,2555
3656,1657,11,657,2025-01-07,Daily expense,-166
3657,1658,12,658,2025-01-08,Daily expense,-167
3658,1659,13,659,2025-01-09,Daily expense,-168
3659,1660,14,660,2025-01-10,Daily expense,-169
3660,1661,1,,2025-01-11,Monthly income,2560
3661,1662,6,662,2025-01-12,Daily expense,-171
3662,1663,7,663,2025-01-13,Daily expense,-172
3663,1664,8,664,2025-01-14,Daily expense,-173
3664,1665,9,665,2025-01-15,Daily expense,-174
3665,1666,1,,2025-01-16,Monthly income,2565
3666,1667,11,667,2025-01-17,Daily expense,-176
3667,1668,12,668,2025-01-18,Daily expense,-177
3668,1669,13,669,2025-01-19,Daily expense,-178
3669,1670,14,670,2025-01-20,Daily expense,-179
3670,1671,1,,2025-01-21,Monthly income,2570
3671,1672,6,672,2025-01-22,Daily expense,-181
3672,1673,7,673,2025-01-23,Daily expense,-182
3673,1674,8,674,2025-01-24,Daily expense,-183
3674,1675,9,675,2025-01-25,Daily expense,-184
3675,1676,1,,2025-01-26,Monthly income,2575
3676,1677,11,677,2025-01-27,Daily expense,-186
3677,1678,12,678,2025-01-28,Daily expense,-187
3678,1679,13,679,2025-01-29,Daily expense,-188
3679,1680,14,680,2025-01-30,Daily expense,-189
3680,1681,1,,2025-01-31,Monthly income,2580
3681,1682,6,682,2025-02-01,Daily expense,-191
3682,1683,7,683,2025-02-02,Daily expense,-192
3683,1684,8,684,2025-02-03,Daily expense,-193
3684,1685,9,685,2025-02-04,Daily expense,-194
3685,1686,1,,2025-02-05,Monthly income,2585
3686,1687,11,687,2025-02-06,Daily expense,-196
3687,1688,12,688,2025-02-07,Daily expense,-197
3688,1689,13,689,2025-02-08,Daily expense,-198
3689,1690,14,690,2025-02-09,Daily expense,-199
3690,1691,1,,2025-02-10,Monthly income,2590
3691,1692,6,692,2025-02-11,Daily expense,-201
3692,1693,7,693,2025-02-12,Daily expense,-202
3693,1694,8,694,2025-02-13,Daily expense,-203
3694,1695,9,695,2025-02-14,Daily expense,-204
3695,1696,1,,2025-02-15,Monthly income,2595
3696,1697,11,697,2025-02-16,Daily expense,-206
3697,1698,12,698,2025-02-17,Daily expense,-207
3698,1699,13,699,2025-02-18,Daily expense,-208
3699,1700,14,700,2025-02-19,Daily expense,-209
3700,1701,1,,2025-02-20,Monthly income,2600
3701,1702,6,702,2025-02-21,Daily expense,-211
3702,1703,7,703,2025-02-22,Daily expense,-212
3703,1704,8,704,2025-02-23,Daily expense,-213
3704,1705,9,705,2025-02-24,Daily expense,-214
3705,1706,1,,2025-02-25,Monthly income,2605
3706,1707,11,707,2025-02-26,Daily expense,-216
3707,1708,12,708,2025-02-27,Daily expense,-217
3708,1709,13,709,2025-02-28,Daily expense,-218
3709,1710,14,710,2025-03-01,Daily expense,-219
3710,1711,1,,2025-03-02,Monthly income,2610
3711,1712,6,712,2025-03-03,Daily expense,-221
3712,1713,7,713,2025-03-04,Daily expense,-222
3713,1714,8,714,2025-03-05,Daily expense,-223
3714,1715,9,715,2025-03-06,Daily expense,-224
3715,1716,1,,2025-03-07,Monthly income,2615
3716,1717,11,717,2025-03-08,Daily expense,-226
3717,1718,12,718,2025-03-09,Daily expense,-227
3718,1719,13,719,2025-03-10,Daily expense,-228
3719,1720,14,720,2025-03-11,Daily expense,-229
3720,1721,1,,2025-03-12,Monthly income,2620
3721,1722,6,722,2025-03-13,Daily expense,-231
3722,1723,7,723,2025-03-14,Daily expense,-232
3723,1724,8,724,2025-03-15,Daily expense,-233
3724,1725,9,725,2025-03-16,Daily expense,-234
3725,1726,1,,2025-03-17,Monthly income,2625
3726,1727,11,727,2025-03-18,Daily expense,-236
3727,1728,12,728,2025-03-19,Daily expense,-237
3728,1729,13,729,2025-03-20,Daily expense,-238
3729,1730,14,730,2025-03-21,Daily expense,-239
3730,1731,1,,2025-03-22,Monthly income,2630
3731,1732,6,732,2025-03-23,Daily expense,-241
3732,1733,7,733,2025-03-24,Daily expense,-242
3733,1734,8,734,2025-03-25,Daily expense,-243
3734,1735,9,735,2025-03-26,Daily expense,-244
3735,1736,1,,2025-03-27,Monthly income,2635
3736,1737,11,737,2025-03-28,Daily expense,-246
3737,1738,12,738,2025-03-29,Daily expense,-247
3738,1739,13,739,2025-03-30,Daily expense,-248
3739,1740,14,740,2025-03-31,Daily expense,-249
3740,1741,1,,2025-04-01,Monthly income,2640
3741,1742,6,742,2025-04-02,Daily expense,-251
3742,1743,7,743,2025-04-03,Daily expense,-252
3743,1744,8,744,2025-04-04,Daily expense,-253
3744,1745,9,745,2025-04-05,Daily expense,-254
3745,1746,1,,2025-04-06,Monthly income,2645
3746,1747,11,747,2025-04-07,Daily expense,-256
3747,1748,12,748,2025-04-08,Daily expense,-257
3748,1749,13,749,2025-04-09,Daily expense,-258
3749,1750,14,750,2025-04-10,Daily expense,-259
3750,1751,1,,2025-04-11,Monthly income,2650
3751,1752,6,752,2025-04-12,Daily expense,-11
3752,1753,7,753,2025-04-13,Daily expense,-12
3753,1754,8,754,2025-04-14,Daily expense,-13
3754,1755,9,755,2025-04-15,Daily expense,-14
3755,1756,1,,2025-04-16,Monthly income,2655
3756,1757,11,757,2025-04-17,Daily expense,-16
3757,1758,12,758,2025-04-18,Daily expense,-17
3758,1759,13,759,2025-04-19,Daily expense,-18
3759,1760,14,760,2025-04-20,Daily expense,-19
3760,1761,1,,2025-04-21,Monthly income,2660
3761,1762,6,762,2025-04-22,Daily expense,-21
3762,1763,7,763,2025-04-23,Daily expense,-22
3763,1764,8,764,2025-04-24,Daily expense,-23
3764,1765,9,765,2025-04-25,Daily expense,-24
3765,1766,1,,2025-04-26,Monthly income,2665
3766,1767,11,767,2025-04-27,Daily expense,-26
3767,1768,12,768,2025-04-28,Daily expense,-27
3768,1769,13,769,2025-04-29,Daily expense,-28
3769,1770,14,770,2025-04-30,Daily expense,-29
3770,1771,1,,2025-05-01,Monthly income,2670
3771,1772,6,772,2025-05-02,Daily expense,-31
3772,1773,7,773,2025-05-03,Daily expense,-32
3773,1774,8,774,2025-05-04,Daily expense,-33
3774,1775,9,775,2025-05-05,Daily expense,-34
3775,1776,1,,2025-05-06,Monthly income,2675
3776,1777,11,777,2025-05-07,Daily expense,-36
3777,1778,12,778,2025-05-08,Daily expense,-37
3778,1779,13,779,2025-05-09,Daily expense,-38
3779,1780,14,780,2025-05-10,Daily expense,-39
3780,1781,1,,2025-05-11,Monthly income,2680
3781,1782,6,782,2025-05-12,Daily expense,-41
3782,1783,7,783,2025-05-13,Daily expense,-42
3783,1784,8,784,2025-05-14,Daily expense,-43
3784,1785,9,785,2025-05-15,Daily expense,-44
3785,1786,1,,2025-05-16,Monthly income,2685
3786,1787,11,787,2025-05-17,Daily expense,-46
3787,1788,12,788,2025-05-18,Daily expense,-47
3788,1789,13,789,2025-05-19,Daily expense,-48
3789,1790,14,790,2025-05-20,Daily expense,-49
3790,1791,1,,2025-05-21,Monthly income,2690
3791,1792,6,792,2025-05-22,Daily expense,-51
3792,1793,7,793,2025-05-23,Daily expense,-52
3793,1794,8,794,2025-05-24,Daily expense,-53
3794,1795,9,795,2025-05-25,Daily expense,-54
3795,1796,1,,2025-05-26,Monthly income,2695
3796,1797,11,797,2025-05-27,Daily expense,-56
3797,1798,12,798,2025-05-28,Daily expense,-57
3798,1799,13,799,2025-05-29,Daily expense,-58
3799,1800,14,800,2025-05-30,Daily expense,-59
3800,1801,1,,2025-05-31,Monthly income,2700
3801,1802,6,802,2025-06-01,Daily expense,-61
3802,1803,7,803,2025-06-02,Daily expense,-62
3803,1804,8,804,2025-06-03,Daily expense,-63
3804,1805,9,805,2025-06-04,Daily expense,-64
3805,1806,1,,2025-06-05,Monthly income,2705
3806,1807,11,807,2025-06-06,Daily expense,-66
3807,1808,12,808,2025-06-07,Daily expense,-67
3808,1809,13,809,2025-06-08,Daily expense,-68
3809,1810,14,810,2025-06-09,Daily expense,-69
3810,1811,1,,2025-06-10,Monthly income,2710
3811,1812,6,812,2025-06-11,Daily expense,-71
3812,1813,7,813,2025-06-12,Daily expense,-72
3813,1814,8,814,2025-06-13,Daily expense,-73
3814,1815,9,815,2025-06-14,Daily expense,-74
3815,1816,1,,2025-06-15,Monthly income,2715
3816,1817,11,817,2025-06-16,Daily expense,-76
3817,1818,12,818,2025-06-17,Daily expense,-77
3818,1819,13,819,2025-06-18,Daily expense,-78
3819,1820,14,820,2025-06-19,Daily expense,-79
3820,1821,1,,2025-06-20,Monthly income,2720
3821,1822,6,822,2025-06-21,Daily expense,-81
3822,1823,7,823,2025-06-22,Daily expense,-82
3823,1824,8,824,2025-06-23,Daily expense,-83
3824,1825,9,825,2025-06-24,Daily expense,-84
3825,1826,1,,2025-06-25,Monthly income,2725
3826,1827,11,827,2025-06-26,Daily expense,-86
3827,1828,12,828,2025-06-27,Daily expense,-87
3828,1829,13,829,2025-06-28,Daily expense,-88
3829,1830,14,830,2025-06-29,Daily expense,-89
3830,1831,1,,2025-06-30,Monthly income,2730
3831,1832,6,832,2025-07-01,Daily expense,-91
3832,1833,7,833,2025-07-02,Daily expense,-92
3833,1834,8,834,2025-07-03,Daily expense,-93
3834,1835,9,835,2025-07-04,Daily expense,-94
3835,1836,1,,2025-07-05,Monthly income,2735
3836,1837,11,837,2025-07-06,Daily expense,-96
3837,1838,12,838,2025-07-07,Daily expense,-97
3838,1839,13,839,2025-07-08,Daily expense,-98
3839,1840,14,840,2025-07-09,Daily expense,-99
3840,1841,1,,2025-07-10,Monthly income,2740
3841,1842,6,842,2025-07-11,Daily expense,-101
3842,1843,7,843,2025-07-12,Daily expense,-102
3843,1844,8,844,2025-07-13,Daily expense,-103
3844,1845,9,845,2025-07-14,Daily expense,-104
3845,1846,1,,2025-07-15,Monthly income,2745
3846,1847,11,847,2025-07-16,Daily expense,-106
3847,1848,12,848,2025-07-17,Daily expense,-107
3848,1849,13,849,2025-07-18,Daily expense,-108
3849,1850,14,850,2025-07-19,Daily expense,-109
3850,1851,1,,2025-07-20,Monthly income,2750
3851,1852,6,852,2025-07-21,Daily expense,-111
3852,1853,7,853,2025-07-22,Daily expense,-112
3853,1854,8,854,2025-07-23,Daily expense,-113
3854,1855,9,855,2025-07-24,Daily expense,-114
3855,1856,1,,2025-07-25,Monthly income,2755
3856,1857,11,857,2025-07-26,Daily expense,-116
3857,1858,12,858,2025-07-27,Daily expense,-117
3858,1859,13,859,2025-07-28,Daily expense,-118
3859,1860,14,860,2025-07-29,Daily expense,-119
3860,1861,1,,2025-07-30,Monthly income,2760
3861,1862,6,862,2025-07-31,Daily expense,-121
3862,1863,7,863,2025-08-01,Daily expense,-122
3863,1864,8,864,2025-08-02,Daily expense,-123
3864,1865,9,865,2025-08-03,Daily expense,-124
3865,1866,1,,2025-08-04,Monthly income,2765
3866,1867,11,867,2025-08-05,Daily expense,-126
3867,1868,12,868,2025-08-06,Daily expense,-127
3868,1869,13,869,2025-08-07,Daily expense,-128
3869,1870,14,870,2025-08-08,Daily expense,-129
3870,1871,1,,2025-08-09,Monthly income,2770
3871,1872,6,872,2025-08-10,Daily expense,-131
3872,1873,7,873,2025-08-11,Daily expense,-132
3873,1874,8,874,2025-08-12,Daily expense,-133
3874,1875,9,875,2025-08-13,Daily expense,-134
3875,1876,1,,2025-08-14,Monthly income,2775
3876,1877,11,877,2025-08-15,Daily expense,-136
3877,1878,12,878,2025-08-16,Daily expense,-137
3878,1879,13,879,2025-08-17,Daily expense,-138
3879,1880,14,880,2025-08-18,Daily expense,-139
3880,1881,1,,2025-08-19,Monthly income,2780
3881,1882,6,882,2025-08-20,Daily expense,-141
3882,1883,7,883,2025-08-21,Daily expense,-142
3883,1884,8,884,2025-08-22,Daily expense,-143
3884,1885,9,885,2025-08-23,Daily expense,-144
3885,1886,1,,2025-08-24,Monthly income,2785
3886,1887,11,887,2025-08-25,Daily expense,-146
3887,1888,12,888,2025-08-26,Daily expense,-147
3888,1889,13,889,2025-08-27,Daily expense,-148
3889,1890,14,890,2025-08-28,Daily expense,-149
3890,1891,1,,2025-08-29,Monthly income,2790
3891,1892,6,892,2025-08-30,Daily expense,-151
3892,1893,7,893,2025-08-31,Daily expense,-152
3893,1894,8,894,2025-09-01,Daily expense,-153
3894,1895,9,895,2025-09-02,Daily expense,-154
3895,1896,1,,2025-09-03,Monthly income,2795
3896,1897,11,897,2025-09-04,Daily expense,-156
3897,1898,12,898,2025-09-05,Daily expense,-157
3898,1899,13,899,2025-09-06,Daily expense,-158
3899,1900,14,900,2025-09-07,Daily expense,-159
3900,1901,1,,2025-09-08,Monthly income,2800
3901,1902,6,902,2025-09-09,Daily expense,-161
3902,1903,7,903,2025-09-10,Daily expense,-162
3903,1904,8,904,2025-09-11,Daily expense,-163
3904,1905,9,905,2025-09-12,Daily expense,-164
3905,1906,1,,2025-09-13,Monthly income,2805
3906,1907,11,907,2025-09-14,Daily expense,-166
3907,1908,12,908,2025-09-15,Daily expense,-167
3908,1909,13,909,2025-09-16,Daily expense,-168
3909,1910,14,910,2025-09-17,Daily expense,-169
3910,1911,1,,2025-09-18,Monthly income,2810
3911,1912,6,912,2025-09-19,Daily expense,-171
3912,1913,7,913,2025-09-20,Daily expense,-172
3913,1914,8,914,2025-09-21,Daily expense,-173
3914,1915,9,915,2025-09-22,Daily expense,-174
3915,1916,1,,2025-09-23,Monthly income,2815
3916,1917,11,917,2025-09-24,Daily expense,-176
3917,1918,12,918,2025-09-25,Daily expense,-177
3918,1919,13,919,2025-09-26,Daily expense,-178
3919,1920,14,920,2025-09-27,Daily expense,-179
3920,1921,1,,2025-09-28,Monthly income,2820
3921,1922,6,922,2025-09-29,Daily expense,-181
3922,1923,7,923,2025-09-30,Daily expense,-182
3923,1924,8,924,2025-10-01,Daily expense,-183
3924,1925,9,925,2025-10-02,Daily expense,-184
3925,1926,1,,2025-10-03,Monthly income,2825
3926,1927,11,927,2025-10-04,Daily expense,-186
3927,1928,12,928,2025-10-05,Daily expense,-187
3928,1929,13,929,2025-10-06,Daily expense,-188
3929,1930,14,930,2025-10-07,Daily expense,-189
3930,1931,1,,2025-10-08,Monthly income,2830
3931,1932,6,932,2025-10-09,Daily expense,-191
3932,1933,7,933,2025-10-10,Daily expense,-192
3933,1934,8,934,2025-10-11,Daily expense,-193
3934,1935,9,935,2025-10-12,Daily expense,-194
3935,1936,1,,2025-10-13,Monthly income,2835
3936,1937,11,937,2025-10-14,Daily expense,-196
3937,1938,12,938,2025-10-15,Daily expense,-197
3938,1939,13,939,2025-10-16,Daily expense,-198
3939,1940,14,940,2025-10-17,Daily expense,-199
3940,1941,1,,2025-10-18,Monthly income,2840
3941,1942,6,942,2025-10-19,Daily expense,-201
3942,1943,7,943,2025-10-20,Daily expense,-202
3943,1944,8,944,2025-10-21,Daily expense,-203
3944,1945,9,945,2025-10-22,Daily expense,-204
3945,1946,1,,2025-10-23,Monthly income,2845
3946,1947,11,947,2025-10-24,Daily expense,-206
3947,1948,12,948,2025-10-25,Daily expense,-207
3948,1949,13,949,2025-10-26,Daily expense,-208
3949,1950,14,950,2025-10-27,Daily expense,-209
3950,1951,1,,2025-10-28,Monthly income,2850
3951,1952,6,952,2025-10-29,Daily expense,-211
3952,1953,7,953,2025-10-30,Daily expense,-212
3953,1954,8,954,2025-10-31,Daily expense,-213
3954,1955,9,955,2025-11-01,Daily expense,-214
3955,1956,1,,2025-11-02,Monthly income,2855
3956,1957,11,957,2025-11-03,Daily expense,-216
3957,1958,12,958,2025-11-04,Daily expense,-217
3958,1959,13,959,2025-11-05,Daily expense,-218
3959,1960,14,960,2025-11-06,Daily expense,-219
3960,1961,1,,2025-11-07,Monthly income,2860
3961,1962,6,962,2025-11-08,Daily expense,-221
3962,1963,7,963,2025-11-09,Daily expense,-222
3963,1964,8,964,2025-11-10,Daily expense,-223
3964,1965,9,965,2025-11-11,Daily expense,-224
3965,1966,1,,2025-11-12,Monthly income,2865
3966,1967,11,967,2025-11-13,Daily expense,-226
3967,1968,12,968,2025-11-14,Daily expense,-227
3968,1969,13,969,2025-11-15,Daily expense,-228
3969,1970,14,970,2025-11-16,Daily expense,-229
3970,1971,1,,2025-11-17,Monthly income,2870
3971,1972,6,972,2025-11-18,Daily expense,-231
3972,1973,7,973,2025-11-19,Daily expense,-232
3973,1974,8,974,2025-11-20,Daily expense,-233
3974,1975,9,975,2025-11-21,Daily expense,-234
3975,1976,1,,2025-11-22,Monthly income,2875
3976,1977,11,977,2025-11-23,Daily expense,-236
3977,1978,12,978,2025-11-24,Daily expense,-237
3978,1979,13,979,2025-11-25,Daily expense,-238
3979,1980,14,980,2025-11-26,Daily expense,-239
3980,1981,1,,2025-11-27,Monthly income,2880
3981,1982,6,982,2025-11-28,Daily expense,-241
3982,1983,7,983,2025-11-29,Daily expense,-242
3983,1984,8,984,2025-11-30,Daily expense,-243
3984,1985,9,985,2025-12-01,Daily expense,-244
3985,1986,1,,2025-12-02,Monthly income,2885
3986,1987,11,987,2025-12-03,Daily expense,-246
3987,1988,12,988,2025-12-04,Daily expense,-247
3988,1989,13,989,2025-12-05,Daily expense,-248
3989,1990,14,990,2025-12-06,Daily expense,-249
3990,1991,1,,2025-12-07,Monthly income,2890
3991,1992,6,992,2025-12-08,Daily expense,-251
3992,1993,7,993,2025-12-09,Daily expense,-252
3993,1994,8,994,2025-12-10,Daily expense,-253
3994,1995,9,995,2025-12-11,Daily expense,-254
3995,1996,1,,2025-12-12,Monthly income,2895
3996,1997,11,997,2025-12-13,Daily expense,-256
3997,1998,12,998,2025-12-14,Daily expense,-257
3998,1999,13,999,2025-12-15,Daily expense,-258
3999,2000,14,1000,2025-12-16,Daily expense,-259
4000,1,1,,2025-12-17,Monthly income,2900
4001,2,6,2,2025-12-18,Daily expense,-11
4002,3,7,3,2025-12-19,Daily expense,-12
4003,4,8,4,2025-12-20,Daily expense,-13
4004,5,9,5,2025-12-21,Daily expense,-14
4005,6,1,,2025-12-22,Monthly income,2905
4006,7,11,7,2025-12-23,Daily expense,-16
4007,8,12,8,2025-12-24,Daily expense,-17
4008,9,13,9,2025-12-25,Daily expense,-18
4009,10,14,10,2025-12-26,Daily expense,-19
4010,11,1,,2025-12-27,Monthly income,2910
4011,12,6,12,2025-12-28,Daily expense,-21
4012,13,7,13,2025-12-29,Daily expense,-22
4013,14,8,14,2025-12-30,Daily expense,-23
4014,15,9,15,2025-12-31,Daily expense,-24
4015,16,1,,2025-01-01,Monthly income,2915
4016,17,11,17,2025-01-02,Daily expense,-26
4017,18,12,18,2025-01-03,Daily expense,-27
4018,19,13,19,2025-01-04,Daily expense,-28
4019,20,14,20,2025-01-05,Daily expense,-29
4020,21,1,,2025-01-06,Monthly income,2920
4021,22,6,22,2025-01-07,Daily expense,-31
4022,23,7,23,2025-01-08,Daily expense,-32
4023,24,8,24,2025-01-09,Daily expense,-33
4024,25,9,25,2025-01-10,Daily expense,-34
4025,26,1,,2025-01-11,Monthly income,2925
4026,27,11,27,2025-01-12,Daily expense,-36
4027,28,12,28,2025-01-13,Daily expense,-37
4028,29,13,29,2025-01-14,Daily expense,-38
4029,30,14,30,2025-01-15,Daily expense,-39
4030,31,1,,2025-01-16,Monthly income,2930
4031,32,6,32,2025-01-17,Daily expense,-41
4032,33,7,33,2025-01-18,Daily expense,-42
4033,34,8,34,2025-01-19,Daily expense,-43
4034,35,9,35,2025-01-20,Daily expense,-44
4035,36,1,,2025-01-21,Monthly income,2935
4036,37,11,37,2025-01-22,Daily expense,-46
4037,38,12,38,2025-01-23,Daily expense,-47
4038,39,13,39,2025-01-24,Daily expense,-48
4039,40,14,40,2025-01-25,Daily expense,-49
4040,41,1,,2025-01-26,Monthly income,2940
4041,42,6,42,2025-01-27,Daily expense,-51
4042,43,7,43,2025-01-28,Daily expense,-52
4043,44,8,44,2025-01-29,Daily expense,-53
4044,45,9,45,2025-01-30,Daily expense,-54
4045,46,1,,2025-01-31,Monthly income,2945
4046,47,11,47,2025-02-01,Daily expense,-56
4047,48,12,48,2025-02-02,Daily expense,-57
4048,49,13,49,2025-02-03,Daily expense,-58
4049,50,14,50,2025-02-04,Daily expense,-59
4050,51,1,,2025-02-05,Monthly income,2950
4051,52,6,52,2025-02-06,Daily expense,-61
4052,53,7,53,2025-02-07,Daily expense,-62
4053,54,8,54,2025-02-08,Daily expense,-63
4054,55,9,55,2025-02-09,Daily expense,-64
4055,56,1,,2025-02-10,Monthly income,2955
4056,57,11,57,2025-02-11,Daily expense,-66
4057,58,12,58,2025-02-12,Daily expense,-67
4058,59,13,59,2025-02-13,Daily expense,-68
4059,60,14,60,2025-02-14,Daily expense,-69
4060,61,1,,2025-02-15,Monthly income,2960
4061,62,6,62,2025-02-16,Daily expense,-71
4062,63,7,63,2025-02-17,Daily expense,-72
4063,64,8,64,2025-02-18,Daily expense,-73
4064,65,9,65,2025-02-19,Daily expense,-74
4065,66,1,,2025-02-20,Monthly income,2965
4066,67,11,67,2025-02-21,Daily expense,-76
4067,68,12,68,2025-02-22,Daily expense,-77
4068,69,13,69,2025-02-23,Daily expense,-78
4069,70,14,70,2025-02-24,Daily expense,-79
4070,71,1,,2025-02-25,Monthly income,2970
4071,72,6,72,2025-02-26,Daily expense,-81
4072,73,7,73,2025-02-27,Daily expense,-82
4073,74,8,74,2025-02-28,Daily expense,-83
4074,75,9,75,2025-03-01,Daily expense,-84
4075,76,1,,2025-03-02,Monthly income,2975
4076,77,11,77,2025-03-03,Daily expense,-86
4077,78,12,78,2025-03-04,Daily expense,-87
4078,79,13,79,2025-03-05,Daily expense,-88
4079,80,14,80,2025-03-06,Daily expense,-89
4080,81,1,,2025-03-07,Monthly income,2980
4081,82,6,82,2025-03-08,Daily expense,-91
4082,83,7,83,2025-03-09,Daily expense,-92
4083,84,8,84,2025-03-10,Daily expense,-93
4084,85,9,85,2025-03-11,Daily expense,-94
4085,86,1,,2025-03-12,Monthly income,2985
4086,87,11,87,2025-03-13,Daily expense,-96
4087,88,12,88,2025-03-14,Daily expense,-97
4088,89,13,89,2025-03-15,Daily expense,-98
4089,90,14,90,2025-03-16,Daily expense,-99
4090,91,1,,2025-03-17,Monthly income,2990
4091,92,6,92,2025-03-18,Daily expense,-101
4092,93,7,93,2025-03-19,Daily expense,-102
4093,94,8,94,2025-03-20,Daily expense,-103
4094,95,9,95,2025-03-21,Daily expense,-104
4095,96,1,,2025-03-22,Monthly income,2995
4096,97,11,97,2025-03-23,Daily expense,-106
4097,98,12,98,2025-03-24,Daily expense,-107
4098,99,13,99,2025-03-25,Daily expense,-108
4099,100,14,100,2025-03-26,Daily expense,-109
4100,101,1,,2025-03-27,Monthly income,3000
4101,102,6,102,2025-03-28,Daily expense,-111
4102,103,7,103,2025-03-29,Daily expense,-112
4103,104,8,104,2025-03-30,Daily expense,-113
4104,105,9,105,2025-03-31,Daily expense,-114
4105,106,1,,2025-04-01,Monthly income,3005
4106,107,11,107,2025-04-02,Daily expense,-116
4107,108,12,108,2025-04-03,Daily expense,-117
